Unnamed: 0,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,month,code,tconst,averageRating,numVotes
533,s534,TV Show,Shtisel,Executive,"Doval'e Glickman, Michael Aloni, Ayelet Zurer, Neta Riskin, Shira Haas, Sarel Piterman, Zohar Shtrauss, Orly Silbersatz Banai, Sasson Gabai, Shlomo Shitrit",Israel,2021-07-06,2021,TV-14,3 Seasons,"International TV Shows, TV Dramas","A Haredi family living in an ultra-Orthodox neighborhood of Jerusalem reckons with love, loss and the doldrums of daily life.",July,tt0000534,tt0000534,6.6,1359
534,s535,Movie,Si Doel the Movie 2,Rano Karno,"Maudy Koesnaedi, Rano Karno, Cornelia Agatha, Mandra Naih, Aminah Tjendrakasih, Suty Karno, Adam Jagwani",Indonesia,2021-07-06,2019,TV-G,95 min,"Dramas, International Movies","As Sarah and her child look to settle in Jakarta, Zaenab searches for answers and gets caught between defending her marriage to Doel or letting it go.",July,tt0000535,tt0000535,4.9,74
536,s537,TV Show,Tales by Light,Executive,"Darren Jew, Art Wolfe, Krystle Wright, Peter Eastway, Richard l’Anson, Jack Thompson, Jonathan Scott, Angela Scott, Eric Cheng, Stephen Dupont",Australia,2021-07-06,2018,TV-14,3 Seasons,"Docuseries, International TV Shows, Science & Nature TV","Follow renowned photographers as they explore far-flung locales, capturing extraordinary images that present nature and culture in a new light.",July,tt0000537,tt0000537,4.3,99
542,s543,Movie,Ujala,Naresh Saigal,"Mala Sinha, Shammi Kapoor, Raaj Kumar, Leela Chitnis, Dhumal, Kumkum",India,2021-07-06,1959,TV-14,143 min,"Dramas, International Movies","An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach.",July,tt0000543,tt0000543,4.3,19
543,s544,TV Show,Undercover,Executive,"Tom Waes, Anna Drijver, Frank Lammers, Elise Schaap, Raymond Thiry, Kris Cuppens, Kevin Janssens, Huub Smit","Belgium, Netherlands",2021-07-06,2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure",Undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends. Inspired by real events.,July,tt0000544,tt0000544,4.6,8
545,s546,TV Show,YooHoo to the Rescue,Executive,"Kira Buckland, Ryan Bartley, Bryce Papenbrook, Cassandra Morris, Lucien Dodge, Kyle Hebert",South Korea,2021-07-06,2020,TV-Y,3 Seasons,"Kids' TV, Korean TV Shows","In a series of magical missions, quick-witted YooHoo and his can-do crew travel the globe to help animals in need.",July,tt0000546,tt0000546,6.7,2069
547,s548,TV Show,We the People,Executive,"H.E.R., Adam Lambert, Cordae, Kristen Anderson-Lopez, Daveed Diggs, Brittany Howard, Robert Lopez, Lin-Manuel Miranda, Brandi Carlile, Kyle Harvey, Bebe Rexha, Andra Day, Janelle Monáe, Amanda Gorman",United States,2021-07-04,2021,TV-Y7,1 Season,Kids' TV,"Learn the basics of rights and citizenship with upbeat songs by popular artists like Janelle Monáe, H.E.R., Adam Lambert, Brandi Carlile and more.",July,tt0000548,tt0000548,4.4,9
551,s552,Movie,Haseen Dillruba,Vinil Mathew,"Taapsee Pannu, Vikrant Massey, Harshvardhan Rane, Aditya Srivastava, Ashish Verma, Yamini Das, Daya Shankar Pandey",India,2021-07-02,2021,TV-MA,136 min,"International Movies, Romantic Movies, Thrillers","Under investigation as a suspect in her husband’s murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.",July,tt0000552,tt0000552,5.6,77
553,s554,TV Show,Mortel,Executive,"Carl Malapa, Nemo Schiffman, Manon Bresch, Corentin Fila, Anaïs Thomas, Firmine Richard, Raphaëlle Agogué, Marvin Dubart, Léa Léviant, Assa Sylla, Stéphane Brel",France,2021-07-02,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","After making a deal with a supernatural figure, two high schoolers emerge with extraordinary powers and join forces to solve a murder.",July,tt0000554,tt0000554,6.2,1559
554,s555,Movie,RattleSnake - The Ahanna Story,Ramsey Nouah,"Stan Nze, Osas Ighodaro, Bucci Franklin, Odera Adimorah, Efa Iwara, Emeka Nwagbaraocha, Elma Mbadiwe, Norbert Young, Brutus Richard, Chinyere Wilfred, Sonny McDon, Chiwetalu Agu",Nigeria,2021-07-02,2020,TV-MA,136 min,"Dramas, International Movies, Thrillers","In this stylish remake, a disillusioned mastermind assembles a team to pull off a series of spectacular heists — but his crimes make too many enemies.",July,tt0000555,tt0000555,5.1,22
556,s557,Movie,The 8th Night,Kim Tae-hyung,"Lee Sung-min, Park Hae-joon, Kim You-jung, Nam Da-reum, Choi Jin-ho, Kim Dong-yeong, Lee Eal",South Korea,2021-07-02,2021,TV-14,116 min,"Horror Movies, International Movies, Thrillers","With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on Earth.",July,tt0000557,tt0000557,4.6,148
564,s565,Movie,Boogie Nights,Paul Thomas Anderson,"Mark Wahlberg, Burt Reynolds, Julianne Moore, Heather Graham, William H. Macy, Don Cheadle, Philip Seymour Hoffman, Luis Guzmán, John C. Reilly, Philip Baker Hall",United States,2021-07-01,1997,R,155 min,"Comedies, Dramas, Independent Movies",A well-endowed busboy is taken in by a tight-knit group of 1970s porn actors and transforms himself into skin flick celebrity Dirk Diggler.,July,tt0000565,tt0000565,6.2,712
566,s567,Movie,Charlie's Angels,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray, Sam Rockwell, Kelly Lynch, Tim Curry, Crispin Glover, Matt LeBlanc, LL Cool J, Tom Green, Luke Wilson","United States, Germany",2021-07-01,2000,PG-13,98 min,"Action & Adventure, Comedies",A tight-knit trio of specially trained agents wield weapons — and charm — as they track down stolen software in this reboot of the classic TV series.,July,tt0000567,tt0000567,6.8,1475
569,s570,Movie,Dreamy Eyes,Victor Vu,"Tran Nghia, Truc Anh, Tran Phong, Khanh Van, Nguyen Lam Thao Tam, Hung Vo, Pham Dinh Thai Ngan, Lam Bao Danh, Nguyen Ngoc Huyen Dieu, Truong Hoang Hanh Thy, Mona Bao Tien, Mai Cat Vi",Vietnam,2021-07-01,2019,TV-14,117 min,"Dramas, International Movies, Romantic Movies","Through heartbreak and betrayal, Ngan's unrequited love for his childhood best friend Hà La endures for a generation in this sweeping romance.",July,tt0000570,tt0000570,3.9,61
573,s574,Movie,Kung Fu Panda,"John Stevenson, Mark Osborne","Jack Black, Dustin Hoffman, Angelina Jolie, Ian McShane, Seth Rogen, Lucy Liu, Jackie Chan, David Cross, Randall Duk Kim, James Hong","United States, China",2021-07-01,2008,PG,94 min,"Children & Family Movies, Comedies","When a powerful villain comes after peace in his valley, a lazy panda rises to the challenge to realize his destiny and become a kung fu warrior.",July,tt0000574,tt0000574,6.0,969
574,s575,Movie,Kung Fu Panda 2,Jennifer Yuh Nelson,"Jack Black, Angelina Jolie, Dustin Hoffman, Gary Oldman, Seth Rogen, Lucy Liu, Jackie Chan, David Cross, James Hong, Michelle Yeoh","United States, China",2021-07-01,2011,PG,93 min,"Children & Family Movies, Comedies","With his fists up and belly full, Po embarks on a perilous journey with the Furious Five to take on a frightful new enemy and save the art of kung fu.",July,tt0000575,tt0000575,5.7,604
575,s576,Movie,Life as We Know It,Greg Berlanti,"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett, Brynn Clagett, Brooke Clagett, Hayes MacArthur, Christina Hendricks, Sarah Burns, Jessica St. Clair",United States,2021-07-01,2010,PG-13,115 min,"Comedies, Dramas, Romantic Movies","Holly and Eric discover reciprocal hatred during their first date, but must put their feelings aside after becoming guardians of their friends' baby.",July,tt0000576,tt0000576,6.0,257
581,s582,Movie,Mortal Kombat,Paul W.S. Anderson,"Christophe Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa, Bridgette Wilson-Sampras, Talisa Soto, Trevor Goddard, Chris Casamassa, François Petit, Keith Cooke",United States,2021-07-01,1995,PG-13,101 min,"Action & Adventure, Sci-Fi & Fantasy",Three fighters travel to the mystical realm of Outworld to test their might in a tournament against an evil demon with plans to take over the world.,July,tt0000582,tt0000582,4.7,791
582,s583,Movie,Mother's Day,Garry Marshall,"Jennifer Aniston, Kate Hudson, Julia Roberts, Jason Sudeikis, Britt Robertson, Timothy Olyphant, Margo Martindale, Shay Mitchell, Jack Whitehall, Hector Elizondo, Jon Lovitz, Larry Miller, Cameron Esposito, Aasif Mandvi, Jennifer Garner, Sarah Chalke",United States,2021-07-01,2016,PG-13,118 min,"Comedies, Dramas",The trials and tribulations of several Atlanta moms (and one clueless widower dad) make it a Mother's Day to remember in this ensemble comedy.,July,tt0000583,tt0000583,5.2,57
583,s584,Movie,No Strings Attached,Ivan Reitman,"Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes, Greta Gerwig, Lake Bell, Olivia Thirlby, Ludacris, Jake Johnson, Mindy Kaling, Talia Balsam","United States, United Kingdom",2021-07-01,2011,R,109 min,"Comedies, Romantic Movies","""Friends with benefits"" Emma and Adam are fine with their open relationship ... until those pesky little things called feelings enter the picture.",July,tt0000584,tt0000584,5.0,92
585,s586,Movie,Ophelia,Claire McCarthy,"Daisy Ridley, Naomi Watts, Clive Owen, George MacKay, Tom Felton, Devon Terrell, Dominic Mafham, Daisy Head","United Kingdom, United States",2021-07-01,2018,PG-13,106 min,"Dramas, Romantic Movies","In this retelling of “Hamlet” from Ophelia’s point of view, the lady-in-waiting’s shared love with Denmark’s prince is ruined by treachery and madness.",July,tt0000586,tt0000586,5.8,27
593,s594,Movie,Snow Day,Chris Koch,"Chris Elliott, Mark Webber, Jean Smart, Schuyler Fisk, Iggy Pop, Pam Grier, John Schneider, Chevy Chase, Zena Grey, Josh Peck",United States,2021-07-01,2000,PG,89 min,"Children & Family Movies, Comedies","When a snow day shuts down the whole town, the Wheeler family cuts loose. Hal makes a play for the most popular girl in his school, 10-year-old Natalie takes on the dreaded snowplow man, and Dad gets into a showdown with a rival meteorologist.",July,tt0000594,tt0000594,5.3,20
594,s595,Movie,Star Trek,J.J. Abrams,"Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana, Simon Pegg, John Cho, Anton Yelchin, Eric Bana, Leonard Nimoy, Bruce Greenwood, Ben Cross, Winona Ryder","United States, Germany",2021-07-01,2009,PG-13,128 min,"Action & Adventure, Sci-Fi & Fantasy","On their first voyage aboard the starship Enterprise, cocky rebel James T. Kirk and logic-driven Vulcan Spock try to defeat a vengeful Romulan commander.",July,tt0000595,tt0000595,5.1,18
595,s596,Movie,Stuart Little,Rob Minkoff,"Michael J. Fox, Jonathan Lipnicki, Geena Davis, Hugh Laurie, Nathan Lane","Germany, United States",2021-07-01,1999,PG,85 min,"Children & Family Movies, Comedies","When his parents adopt a mouse instead of a little boy, George realizes brothers come in all shapes and sizes. But Snowbell the cat is not so welcoming.",July,tt0000596,tt0000596,4.9,25
596,s597,Movie,Sword of Trust,Lynn Shelton,"Marc Maron, Jon Bass, Michaela Watkins, Jillian Bell, Toby Huss, Dan Bakkedahl, Lynn Shelton, Whitmer Thomas",United States,2021-07-01,2019,R,89 min,"Comedies, Dramas, Independent Movies",An offbeat foursome takes a wild journey through the Southern belt of denial to sell a relic purporting to prove the South won the Civil War.,July,tt0000597,tt0000597,5.0,80
597,s598,Movie,Talladega Nights: The Ballad of Ricky Bobby,Adam McKay,"Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole, Michael Clarke Duncan, Leslie Bibb, Jane Lynch, Amy Adams, Andy Richter, Molly Shannon",United States,2021-07-01,2006,PG-13,108 min,"Action & Adventure, Comedies, Sports Movies","NASCAR superstar Ricky Bobby believes he's the best there is, until the arrival of a French Formula One champion threatens his position as top dog.",July,tt0000598,tt0000598,5.2,39
598,s599,Movie,The American,Anton Corbijn,"George Clooney, Violante Placido, Thekla Reuten, Paolo Bonacelli, Johan Leysen, Irina Björklund, Filippo Timi, Anna Foglietta, Björn Granath","United States, United Kingdom",2021-07-01,2010,R,105 min,"Dramas, Thrillers","Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him.",July,tt0000599,tt0000599,3.9,16
600,s601,Movie,The Game,David Fincher,"Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn, Peter Donat, Carroll Baker, Anna Katarina, Armin Mueller-Stahl",United States,2021-07-01,1997,R,129 min,Thrillers,An aloof investment banker's life spirals into peril and paranoia after his brother gives him an odd birthday gift: the chance to play a mysterious game.,July,tt0000601,tt0000601,5.8,15
601,s602,Movie,The Karate Kid,John G. Avildsen,"Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove, Randee Heller, William Zabka, Ron Thomas, Rob Garrison",United States,2021-07-01,1984,PG,127 min,"Action & Adventure, Children & Family Movies, Classic Movies","When a bullied teen befriends an unassuming martial arts master, he’ll learn life lessons — and the right moves — to beat back his merciless rivals.",July,tt0000602,tt0000602,4.2,267
605,s606,Movie,The Long Riders,Walter Hill,"David Carradine, Keith Carradine, Robert Carradine, James Keach, Stacy Keach, Dennis Quaid, Randy Quaid, Kevin Brophy, Harry Carey Jr., Christopher Guest, Nicholas Guest, Shelby Leverington, Felice Orlandi, Pamela Reed, James Remar, Fran Ryan, Savannah Smith Boucher, Amy Stryker, James Whitmore Jr.",United States,2021-07-01,1980,R,100 min,Action & Adventure,"This Western chronicles the misadventures and demise of the James-Younger gang, 19th-century outlaws who tore through Missouri on a crime spree.",July,tt0000606,tt0000606,7.4,18
607,s608,Movie,The Strangers,Bryan Bertino,"Liv Tyler, Scott Speedman, Gemma Ward, Kip Weeks, Laura Margolis, Glenn Howerton, Alex Fisher, Peter Clayton-Luce",United States,2021-07-01,2008,R,85 min,"Horror Movies, Thrillers","A quiet stay at a remote vacation home spirals into terror for a couple when they come under attack by three masked, mysterious, murderous intruders.",July,tt0000608,tt0000608,5.8,25
608,s609,Movie,The Sum of All Fears,Phil Alden Robinson,"Ben Affleck, Morgan Freeman, Bridget Moynahan, James Cromwell, Liev Schreiber, Michael Byrne, Colm Feore, Alan Bates, Ron Rifkin, Ciarán Hinds, Bruce McGill, Richard Marner, Philip Baker Hall","United States, Germany, Canada",2021-07-01,2002,PG-13,124 min,Action & Adventure,"CIA agent Jack Ryan tries to discover why three missing Russian nuclear scientists are holed up in the Ukraine, communicating with neo-Nazis.",July,tt0000609,tt0000609,4.8,22
609,s610,Movie,The Tourist,Florian Henckel von Donnersmarck,"Angelina Jolie, Johnny Depp, Paul Bettany, Timothy Dalton, Steven Berkoff, Rufus Sewell, Christian De Sica, Alessio Boni, Daniele Pecci, Giovanni Guidelli","United States, France, Italy, United Kingdom",2021-07-01,2010,PG-13,103 min,"Action & Adventure, Romantic Movies",An American tourist seeking solace for his shattered heart instead finds it in danger again after encountering a beautiful Interpol agent.,July,tt0000610,tt0000610,4.9,23
610,s611,Movie,Underworld,Len Wiseman,"Kate Beckinsale, Scott Speedman, Michael Sheen, Shane Brolly, Bill Nighy, Erwin Leder, Sophia Myles, Robbie Gee, Wentworth Miller, Kevin Grevioux","United States, United Kingdom, Germany, Hungary",2021-07-01,2003,R,121 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",A vampire warrior begins to question her mission in the ancient war between the undead and werewolves when she falls for a human under her protection.,July,tt0000611,tt0000611,4.4,22
612,s613,Movie,Underworld: Rise of the Lycans,Patrick Tatopoulos,"Michael Sheen, Bill Nighy, Rhona Mitra, Steven Mackintosh, Kevin Grevioux, David Aston, Geraldine Brophy, Leighton Cardno, Alex Carroll, Elizabeth Hawthorne, Jason Hood","United States, New Zealand",2021-07-01,2009,R,92 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","Set in the year 1402, this prequel follows Lucian, the first werewolf to take human form, and chronicles the feud between the vampires and the Lycans.",July,tt0000613,tt0000613,4.2,14
613,s614,Movie,Voiceless,Robert O. Peters,"Uzee Usman, Yakubu Mohammed, Asabe Madaki, Sani Mu’azu, Rekiya Ibrahim Atta, Adam Garba, Abba Ali Zaky, Habiba Zock-Sock, Abdul’ Usman Zada, Nadia Dutch, Abubakar Maina, Healing Marcus Udor, Jamila Ibrahim",Nigeria,2021-07-01,2020,TV-MA,112 min,"Dramas, International Movies, Thrillers","A bright and promising young girl gets abducted and taken to a terrorist camp, where she unexpectedly crosses paths with her soulmate.",July,tt0000614,tt0000614,6.5,1292
614,s615,Movie,What Dreams May Come,Vincent Ward,"Robin Williams, Cuba Gooding Jr., Annabella Sciorra, Max von Sydow, Jessica Brooks Grant, Josh Paddock, Rosalind Chao, Lucinda Jenney, Maggie McCarthy, Wilma Bonet, Matt Salinger, Carin Sprague, June Carryl, Paul P. Card IV, Werner Herzog","United States, New Zealand",2021-07-01,1998,PG-13,114 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy","A physician finds himself in heaven after an accident, inhabiting the landscape of his wife's paintings while seeking to rescue her from the underworld.",July,tt0000615,tt0000615,4.3,27
617,s618,TV Show,Young Royals,Executive,"Edvin Ryding, Omar Rudberg, Malte Gårdinger, Frida Argento, Nikita Uggla, Pernilla August",Sweden,2021-07-01,2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.",July,tt0000618,tt0000618,8.9,16
622,s623,Movie,Lying and Stealing,Matt Aselton,"Theo James, Emily Ratajkowski, Fred Melamed, Ebon Moss-Bachrach, Isiah Whitlock Jr., Evan Handler, Paul Jurewicz, John Gatins, Fernanda Andrade, Bob Stephenson",United States,2021-06-30,2019,R,100 min,Thrillers,"A talented thief teams up with an aspiring actress to steal art from LA's high rollers. For their last heist, they're going for the ultimate: freedom.",June,tt0000623,tt0000623,4.2,9
627,s628,TV Show,The Daily Life of the Immortal King,Executive,"Sun Lulu, Qian Chen, Gu Jiangshan",China,2021-06-30,2020,TV-14,1 Season,"Anime Series, International TV Shows, Teen TV Shows","Having vanquished a powerful demon at age six, precocious wizard Wang Ling must now navigate high school life as an ordinary teen.",June,tt0000628,tt0000628,5.7,969
628,s629,TV Show,StarBeam,Executive,"Nahanni Mitchell, Dean Petriw, Terry Klassen, Sam Vincent, Rhona Rees, Diana Kaarina",United States,2021-06-29,2021,TV-Y,4 Seasons,Kids' TV,"When colorful villains come out to play, 8-year-old Zoey has the power to transform into StarBeam, a kid-sized superhero. She saves the day, every day!",June,tt0000629,tt0000629,5.7,86
630,s631,Movie,Killing Them Softly,Andrew Dominik,"Brad Pitt, Scoot McNairy, Ben Mendelsohn, Richard Jenkins, James Gandolfini, Ray Liotta, Vincent Curatola, Slaine, Max Casella, Trevor Long, Sam Shepard",United States,2021-06-28,2012,R,97 min,Dramas,"When a couple of low-level crooks rob a Mob-protected poker game, a slick enforcer is hired to track down the offenders and take care of business.",June,tt0000631,tt0000631,2.0,10
631,s632,TV Show,The Seven Deadly Sins,Executive,"Yuki Kaji, Sora Amamiya, Misaki Kuno, Aoi Yuki, Tatsuhisa Suzuki, Jun Fukuyama, Mamoru Miyano, Maaya Sakamoto",Japan,2021-06-28,2021,TV-14,5 Seasons,"Anime Series, International TV Shows","When a kingdom is taken over by tyrants, the deposed princess begins a quest to find a disbanded group of evil knights to help take back her realm.",June,tt0000632,tt0000632,4.9,64
635,s636,Movie,Here Comes the Rain,Bahij Hojeij,"Hassan Mrad, Julia Kassar, Carmen Lebbos, Diamand Bou Abboud, Elie Mitri, Bernadette Hodeib, Aida Sabra, Gabriel Yammine, Ali Matar, Raïa Haidar",Lebanon,2021-06-25,2010,TV-MA,101 min,"Dramas, International Movies","Abducted during the Lebanese Civil War and now in his 50s, Ramez is finally a free man. But he returns to society deeply traumatized by the past.",June,tt0000636,tt0000636,4.4,21
636,s637,Movie,The Ice Road,Jonathan Hensleigh,"Liam Neeson, Benjamin Walker, Amber Midthunder, Marcus Thomas, Laurence Fishburne, Holt McCallany, Martin Sensmeier, Matt McCoy, Matt Salinger","United States, Canada",2021-06-25,2021,PG-13,109 min,Action & Adventure,"To save a team of miners trapped underground, a down-on-his-luck ice road trucker joins a mission across treacherous terrain to deliver rescue equipment.",June,tt0000637,tt0000637,5.5,823
638,s639,TV Show,Sex/Life,Executive,"Sarah Shahi, Mike Vogel, Adam Demos, Margaret Odette",United States,2021-06-25,2021,TV-MA,1 Season,"Romantic TV Shows, TV Dramas",A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life.,June,tt0000639,tt0000639,5.0,101
642,s643,TV Show,The Naked Director,Executive,"Takayuki Yamada, Shinnosuke Mitsushima, Tetsuji Tamayama, Misato Morita, Tokio Emoto, Sairi Ito, Ami Tomite, Takenori Goto, Koyuki, Lily Franky, Jun Kunimura, Ryo Ishibashi, Kotaro Yoshida, Itsuji Itao, Kimiko Yo",Japan,2021-06-24,2021,TV-MA,2 Seasons,"International TV Shows, TV Dramas","In 1980s Japan, one determined man turned every crushing setback into opportunity. His name was Toru Muranishi, and he revolutionized his industry.",June,tt0000643,tt0000643,6.0,21
643,s644,Movie,The Seventh Day,Justin P. Lange,"Guy Pearce, Vadhir Derbez, Stephen Lang, Brady Jenness, Chris Galust, Robin Bartlett, Heath Freeman, Keith David",United States,2021-06-24,2021,R,87 min,Horror Movies,An inexperienced priest teams up with a hardened exorcist to stop the demonic possession of a young boy. But darkness lies where they least expect it.,June,tt0000644,tt0000644,5.3,65
650,s651,Movie,O Vendedor de Sonhos,Jayme Monjardim,"César Troncoso, Dan Stulbach, Thiago Mendonça, Leonardo Medeiros",Brazil,2021-06-22,2016,TV-14,96 min,"Dramas, International Movies",A disillusioned psychologist tries to commit suicide until he strikes up a friendship with an unlikely savior who teaches him a new way of living.,June,tt0000651,tt0000651,4.8,80
657,s658,TV Show,The Mole,Executive,Anderson Cooper,United States,2021-06-21,2001,TV-14,2 Seasons,"Reality TV, TV Action & Adventure, TV Mysteries","In this competition show, contestants try to earn $1 million for a pot that only one of them will win — while one player secretly sabotages them.",June,tt0000658,tt0000658,6.4,308
659,s660,TV Show,Bangkok Love Stories: Innocence,Executive,"Nida Patcharaveerapong, Nicole Theriault, Nattapol Diloknawarit, Tosatid Darnkhuntod, Narupornkamol Chaisang, Pavadee Komchokpaisan, Kawin Manonukul, Ponlawit Ketprapakorn, Rudklao Amratisha, Paramej Noiam, Tachakorn Boonlupyanun, Teera Pratumtree, Nawarat Techarathanaprasert, Naphon Phromsuwan",Thailand,2021-06-19,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","From a teenage parkour enthusiast to a bawdy restaurateur, an eclectic group of characters find romance in Bangkok's glittering Silom district.",June,tt0000660,tt0000660,5.4,63
660,s661,TV Show,Black Lightning,Executive,"Cress Williams, James Remar, Marvin 'Krondon' Jones III, Jill Scott, China Anne McClain, Damon Gupton, Nafessa Williams, Christine Adams",United States,2021-06-19,2021,TV-14,4 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",School principal and retired superhero Jefferson Pierce leaps back into action as the legendary Black Lightning after a gang threatens his family.,June,tt0000661,tt0000661,7.8,24
661,s662,TV Show,Call My Agent!,Executive,"Camille Cottin, Thibault De Montalembert, Grégory Montel, Liliane Rovère, Fanny Sidney, Laure Calamy, Nicolas Maury, Stéfi Celma, Assaad Bouab, Isabelle Adjani, Juliette Binoche, Virginie Efira, Christopher Lambert",France,2021-06-19,2018,TV-MA,4 Seasons,"International TV Shows, TV Comedies, TV Dramas","At a top Paris talent firm, agents scramble to keep their star clients happy – and their business afloat – after an unexpected crisis.",June,tt0000662,tt0000662,4.3,70
662,s663,TV Show,Champions,Executive,"Anders Holm, Fortune Feimster, Andy Favreau, J.J. Totah, Mouzam Makkar, Yassir Lester, Robert Costanzo, Ginger Gonzaga, Mindy Kaling",United States,2021-06-19,2018,TV-14,1 Season,TV Comedies,"Years after getting his girlfriend pregnant, washed-up jock Vince meets his eccentric son Michael and learns about fatherhood, one show tune at a time.",June,tt0000663,tt0000663,5.4,63
665,s666,TV Show,Deadwind,Executive,"Pihla Viitala, Lauri Tilkanen, Jani Volanen, Tommi Korpela, Pirjo Lonka, Riku Nieminen, Pamela Tola, Jonna Järnefelt, Raimo Grönberg","Finland, Germany",2021-06-19,2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","Just months after a tragic loss, detective Sofia Karppi investigates the murder of a woman with ties to a Helsinki construction company.",June,tt0000666,tt0000666,5.4,33
667,s668,TV Show,Glee,Executive,"Lea Michele, Chris Colfer, Jane Lynch, Matthew Morrison, Cory Monteith, Naya Rivera, Kevin McHale, Jenna Ushkowitz, Amber Riley, Mark Salling, Heather Morris, Harry Shum Jr., Jayma Mays, Dianna Agron",United States,2021-06-19,2015,TV-14,6 Seasons,"TV Comedies, TV Dramas, Teen TV Shows","Amid relationship woes and personal attacks from a wicked cheerleading coach, a teacher fights to turn underdog glee club members into winners.",June,tt0000668,tt0000668,6.8,60
668,s669,TV Show,Hap and Leonard,Executive,"James Purefoy, Michael Kenneth Williams, Jimmi Simpson, Bill Sage, Christina Hendricks, Pollyanna McIntosh, Jeff Pope, Neil Sandilands, Henry G. Sanders, Enrique Murciano",United States,2021-06-19,2018,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas","In late-1980s Texas, two best friends get involved in darkly comic misadventures by hiring themselves out to shady clients for illicit ends.",June,tt0000669,tt0000669,4.9,171
673,s674,TV Show,No Time for Shame,Executive,Santiago Artemis,Argentina,2021-06-19,2019,TV-MA,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows","Follow Santiago Artemis, a Buenos Aires fashion dynamo, as he makes his dreams come true while grappling with his love life, therapist and clients.",June,tt0000674,tt0000674,4.7,56
674,s675,TV Show,Pose,Executive,"Mj Rodriguez, Billy Porter, Evan Peters, Kate Mara, James Van Der Beek, Dominique Jackson, Angelica Ross, Hailie Sahar, Ryan Jamaal Swain, Indya Moore, Dyllon Burnside",United States,2021-06-19,2019,TV-MA,2 Seasons,TV Dramas,"In 1987 New York, LGBTQ ball fixture Blanca starts her own house, soon becoming mother to a gifted dancer and a sex worker in love with a yuppie client.",June,tt0000675,tt0000675,4.2,22
675,s676,TV Show,REA(L)OVE,Executive,"Atsushi Tamura, Mari Yaguchi",Japan,2021-06-19,2018,TV-MA,1 Season,"International TV Shows, Reality TV, Romantic TV Shows","A group of men and women, each burdened with a dark secret, look for love in this dating show with a twist. Hosted by reformed playboy Atsushi Tamura.",June,tt0000676,tt0000676,3.6,18
676,s677,TV Show,Riverdale,Rob Seidenglanz,"K.J. Apa, Lili Reinhart, Camila Mendes, Cole Sprouse, Marisol Nichols, Madelaine Petsch, Ashleigh Murray, Mädchen Amick, Luke Perry, Casey Cott, Charles Melton, Mark Consuelos, Lochlyn Munro, Peter Bryant, Colin Lawrence, Molly Ringwald, Asha Bromfield, Barclay Hope, Hayley Law, Martin Cummins, Sarah Habel, Nathalie Boltt, Skeet Ulrich",United States,2021-06-19,2019,TV-14,4 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries","While navigating the troubled waters of sex, romance, school and family, teen Archie and his gang become entangled in a dark Riverdale mystery.",June,tt0000677,tt0000677,5.8,22
678,s679,TV Show,The Assassination of Gianni Versace,Executive,"Edgar Ramírez, Darren Criss, Ricky Martin, Penélope Cruz",United States,2021-06-19,2018,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Thrillers","Defining moments in Andrew Cunanan's life, starting in childhood, lead up to a 1997 murder spree that kills five, including fashion icon Gianni Versace.",June,tt0000679,tt0000679,5.2,78
